YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
2007,UT,Cigarette Use (Youth),Smoking Status,2,0.4,2106,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,10.1,0.9,1988,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,4.1,0.6,1988,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,8.8,1.4,661,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,23.6,1.4,1924,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,5.7,0.7,2106,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,7.7,1.4,715,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,0.5,0.3,682,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,7.9,0.6,4107,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,8.2,1,1380,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,0.4,0.2,1412,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,23.1,1.2,3988,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,0.2,0.2,725,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,2.3,0.5,1412,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,3,0.4,4107,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,2.1,0.6,725,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,2.4,0.6,682,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cigarette Use (Youth),Smoking Status,22.4,1.5,2050,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,1.9,0.4,2036,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,2147,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,730,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,2.6,0.7,691,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,7,1,2036,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,691,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,730,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,6,0.8,2137,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,14.3,1.4,1995,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,1.2,0.2,4199,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,1.9,0.4,1426,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,1426,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,10.3,0.8,4146,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,5.5,0.8,1425,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,4.5,0.6,4199,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,3.9,0.6,732,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,7,1.4,689,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Smokeless Tobacco Use (Youth),User Status,1.6,0.3,2147,Female,High School,"(39.360700171, -111.587130635)"
2007,VA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.2,7,50,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,43,8.8,55,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,4.6,0.9,775,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,0.8,0.3,802,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,1,0.2,1587,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,17.5,1.8,1550,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,18.5,2.1,775,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,16.3,1.9,769,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,4.7,0.7,802,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,4.6,0.7,1587,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Cigarette Use (Youth),Smoking Status,1.2,0.5,775,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,1,0.4,756,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,2.5,0.6,1504,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,7.2,0.9,1526,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,10.2,1.4,749,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1504,Overall,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,740,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,4.1,0.6,770,Female,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,4,1,740,Male,Middle School,"(37.542680674, -78.457890463)"
2007,VA,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,756,Female,Middle School,"(37.542680674, -78.457890463)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57.4,8.3,68,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,50.1,4.8,71,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,53.2,5.3,116,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,53.8,4.9,139,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,53.8,4.7,241,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.2,5.1,119,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.8,4.9,147,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54.5,3.3,131,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.2,5.2,76,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,60.1,4.3,139,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.2,2.2,276,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,49.4,7.2,71,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,11.1,1.7,728,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,59.8,4,565,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,12.5,1.9,1154,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,11.1,1.2,1469,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,28.8,2.4,1154,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,61.1,2.9,1144,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,11.7,2.2,563,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,13.2,2.1,580,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,30.2,2.7,580,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,4,0.8,1469,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,62.7,2.2,574,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,35.1,3,713,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,35.2,2.7,1447,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,3.9,0.9,740,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,26.6,2.7,563,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,35.2,3.2,733,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,10.9,1.4,740,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Cigarette Use (Youth),Smoking Status,4.1,1,728,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,12.2,1.9,582,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,26.6,3.2,582,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,5.1,1.7,740,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,10.1,1.6,741,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,6.1,1,1176,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,0.2,0.2,579,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,20.3,1.9,1468,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,31,2.1,1147,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,3.1,0.8,579,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,15.6,1.8,1176,Overall,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,2.8,0.9,1495,Overall,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,2.7,0.6,753,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,29.7,2.7,725,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,17.5,1.9,570,Female,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,44.7,3.2,569,Male,High School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,0.2,0.2,753,Female,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,13.1,2,740,Male,Middle School,"(38.665510202, -80.712640135)"
2007,WV,Smokeless Tobacco Use (Youth),User Status,8.1,1.1,1495,Overall,Middle School,"(38.665510202, -80.712640135)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54.2,3,239,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,55.6,6.5,50,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54.7,3.8,89,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,53.9,4.8,147,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.3,6.4,79,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,47.8,2.9,654,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,8.7,1.3,1012,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,4,1,492,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,12.2,1.9,658,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,6.8,1.2,516,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,1.1,0.5,516,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,22.1,2.5,1327,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,31.9,2.9,972,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,2.6,0.7,1012,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,30.1,3.5,499,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,10.4,1.6,492,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,7.1,1.7,659,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,52.3,2.5,1321,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,56.6,3,661,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,9.7,1.5,1327,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,27.1,2.9,658,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,16.8,2.5,659,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Cigarette Use (Youth),Smoking Status,33.9,2.9,469,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,10.9,2,1364,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,10,1.6,668,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,19.7,3.1,685,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,2,0.7,670,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,34.7,4.5,661,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,8.6,1.2,1048,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,1.6,0.5,1048,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,10.7,1.9,535,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,8.9,1.7,685,Male,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,18.6,2,1042,Overall,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,13.5,2.2,508,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,670,Female,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,3.1,0.9,508,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,4.7,1.1,1364,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,0,0,536,Female,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,26.2,3,503,Male,Middle School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,22.2,3.1,1336,Overall,High School,"(32.840571122, -86.631860762)"
2008,AL,Smokeless Tobacco Use (Youth),User Status,3.4,1,536,Female,Middle School,"(32.840571122, -86.631860762)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,60.9,4.9,117,Female,High School,"(39.008830667, -75.577741168)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,56.3,3.8,217,Overall,High School,"(39.008830667, -75.577741168)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,36.3,4.2,101,Overall,Middle School,"(39.008830667, -75.577741168)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(39.008830667, -75.577741168)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,45.2,6.5,53,Female,Middle School,"(39.008830667, -75.577741168)"
2008,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.3,5.2,100,Male,High School,"(39.008830667, -75.577741168)"
2008,DE,Cigarette Use (Youth),Smoking Status,45.7,2,848,Male,High School,"(39.008830667, -75.577741168)"
2008,DE,Cigarette Use (Youth),Smoking Status,16.6,1.5,894,Male,High School,"(39.008830667, -75.577741168)"
2008,DE,Cigarette Use (Youth),Smoking Status,7.4,1,1033,Female,Middle School,"(39.008830667, -75.577741168)"
